T4-10 T1-11 T2-11 T3-11 T4-11
Variations (%)
T4-11/
T3-11
T4-11/
T4-10
12 mois-11/
12 mois-10
Valeur ajoutée non agricole 990 1010,7 1020,1 1009,6 1041,2 3,1 5,2 4,9
secteur primaire 324,7 142,5 126,8 123,5 259 109,8 -20,2 -12,6
secteur secondaire 232,2 253,1 257 231,3 241,1 4,2 3,9 4,9
secteur tertiaire 678,3 675,5 679,3 697,8 717,6 2,8 5,8 4,9
Taxes nettes sur les produits 141,5 140,7 143,6 134,7 143,9 6,8 1,6 4,2
Produit intérieur brut 1376,7 1211,8 1206,6 1187,3 1361,6 14,7 -1,1 2,2
